Durak Adı,İlçe
DAVUTLU MAH.,Şile
GÖKMASLI KÖYÜ SAP.,Şile
KOLTU KÖYÜ SAP.,Şile
YENİ CAMİİ,Şile
BAĞKUR EVLERİ,Üsküdar
BAĞKUR EVLERİ,Ataşehir
MİMAR SİNAN,Ataşehir
ÖRNEK MAHALLESİ,Ataşehir
ÖRNEK MAHALLESİ,Ataşehir
FAHRETTİN ALTAY PAŞA,Ataşehir
HIZIR REİS,Ataşehir
ESATPAŞA MAH.,Ataşehir
YUNUS EMRE CAMİİ,Ataşehir
ZİYA PAŞA CD.,Ataşehir
GÜLDİBİ,Ataşehir
YAMANEVLER,Ümraniye
YAMANEVLER,Ümraniye
İNKİLAP M.MUHTARLIĞI,Ümraniye
BERAAT CAMİİ,Ümraniye
MUHTARLIK,Ümraniye
MUHTARLIK,Ümraniye
Finanskent,Eyüpsultan
Mevlevihane Cad.,Zeytinburnu
Bölge İdari Mahkemesi,Bağcılar
EVORA2,Tuzla
EVORA3,Tuzla
EVORA 1,Tuzla
100.YIL CAD.,Tuzla
CARFOURRE,Pendik
EMLAK KONUT,Tuzla
ÇAMLIBELDE CAD.,Tuzla
GİZLİ BAHÇE,Tuzla
EVORA4,Tuzla
REAL,Esenyurt
38.SOKAK,Esenyurt
MURATÇEŞME,Büyükçekmece
MAREŞAL FEVZİ ÇAKMAK,Maltepe
MAREŞAL FEVZİ ÇAKMAK,Maltepe
PİRİ REİS CAD.,Maltepe
PİRİREİS CAD.,Maltepe
BEZMİALEM VAKIF ÜNİ. ARKASI,Maltepe
Ataköy,Bakırköy
Tavukçuyolu Cad.,Ümraniye
Baraj Yolu Cad.,Ataşehir
Depoyolu Sk.,Ümraniye
Hisar Cad.,Ümraniye
Şenol Güneş Bulvarı,Ümraniye
Namık Kemal Cad.,Sancaktepe
Necip Fazıl Bulvarı,Ümraniye
PTT LOJMANLARI,Zeytinburnu
Doğanbey Cad.,Güngören
Mebus Sk.,Sancaktepe
Şile Cad.,Sancaktepe
Şile Yolu Cad.,Ümraniye
Veysel Karani Cad.,Sancaktepe
Aşık Şenlik Cad.,Ümraniye
Cami Cad.,Ümraniye
Dedeoğlu Cad.,Beykoz
Barbaros Cad.,Beykoz
Beykoz Elmalı Yolu,Beykoz
D-100 Karayolu,Tuzla
D 100,Pendik
561. Sk.,Esenyurt
SAZLI BOSNA GİRİŞİ,Arnavutköy
SANCAKTEPE,Arnavutköy
SANCAKTEPE,Arnavutköy
TERKOS YOLU,Arnavutköy
GERME,Arnavutköy
HARMANLAR,Bakırköy
BEŞYOL,Küçükçekmece
NADİDE SOKAK,Güngören
Y.BOSNAMETRO (Ö.H.O),Bakırköy
ÇİÇEKLİ VADİ,Küçükçekmece
ÇİÇEKLİ VADİ,Küçükçekmece
ALARKO BLOKLARI,Küçükçekmece
SAKARYA CADDESİ,Küçükçekmece
ESKİYOL,Büyükçekmece
TÜYAP,Büyükçekmece
İSTOÇ 14-27. ADA,Bağcılar
İSTOÇ 11-24. ADA,Bağcılar
ATATÜRK BULVARI,Başakşehir
ATATÜRK BULVARI,Başakşehir
SARAÇLAR SİTESİ,Başakşehir
SARAÇLAR SİTESİ,Başakşehir
YENİDOĞAN CAMİ,Küçükçekmece
GÖLYAKA,Başakşehir
TEPECİK,Büyükçekmece
19 MAYIS MAHALLESİ,Büyükçekmece
İHLAS KOLEJİ,Bahçelievler
FİLİZ SOKAK,Sancaktepe
BAŞIBÜYÜK CADDESİ,Maltepe
HADIMKÖY YOLU,Esenyurt
SAĞLIK SİTESİ,Beylikdüzü
SAĞLIK SİTESİ,Beylikdüzü
ERZURUM KONGRE CAD.,Esenyurt
KARABAYIR,Esenler
KARABAYIR,Esenler
ÇAMLIK,Esenler
ÇAMLIK,Esenler
TEKSTİLKENT,Esenler
İKİZ KULELER,Esenler
İKİZ KULELER,Esenler
G.NAKİPOĞLU İÖO,Esenler
POYRAZ SOKAK,Güngören
HALKKENT SİTESİ,Esenyurt
YÜZYIL,Bağcılar
ALTINYILDIZ İÖO.,Bahçelievler
POYRAZ SAPAĞI,Beykoz
DERESEKİ,Beykoz
DERESEKİ,Beykoz
KAYNARCA YOLU,Beykoz
DEREBOYU,Beykoz
ALİBAHADIR,Beykoz
FUNDALIK,Beykoz
MODÜL SİTESİ,Kartal
BÖLGE TRAFİK,Kartal
TERCAN SOKAK,Kartal
TAŞOCAĞI,Kartal
TAŞOCAĞI,Kartal
SANAYİİ,Kartal
M.USLU CAMİİ,Ataşehir
HAKİŞ SİTESİ,Pendik
GONCA SOKAK,Pendik
GONCA SOKAK,Pendik
TOKİ AYAZMA İHOO,Başakşehir
KANARYA İSTASYONU,Küçükçekmece
HZ. ALİ CAMİİ,Esenler
ESENLER CADDESİ,Bağcılar
ESENLER CADDESİ,Bağcılar
BAYRAMTEPE YOLU,Başakşehir
REŞİTPAŞA CADDESİ,Ümraniye
ŞEHİTLİK CAMİİ,Arnavutköy
İSTOÇ 22-35 ADA,Bağcılar
PAZAR YOLU,Küçükçekmece
AÇELYA CADDESİ,Esenyurt
TAŞOLUK BELEDİYESİ,Arnavutköy
BAĞCILAR METRO,Bağcılar
BARBOROS H.P.CAD.,Pendik
N.F.KISAKÜREK,Arnavutköy
ORHAN SEYFİ ORHONİÖO,Üsküdar
BÜYÜKÇEKMECE,Büyükçekmece
BÜYÜKÇEKMECE-1,Büyükçekmece
MİMAR SİNAN,Büyükçekmece
MİMAR SİNAN,Büyükçekmece
TABYA 2,Büyükçekmece
ÜMRANİYE CEZAEVİ,Beykoz
Ş.ÖĞR.Y.TEKİN İÖOKL.,Ümraniye
Ş.ÖĞR.Y.TEKİN İÖOKL.,Ümraniye
HAMİDİYE,Çekmeköy
ŞAHİNBEY,Çekmeköy
ŞAHİNBEY,Çekmeköy
ATATÜRK CAD.,Çekmeköy
ÖĞRETMENLER SİTESİ,Çekmeköy
ÖĞRETMENLER SİTESİ,Çekmeköy
ERCAN SK.,Ümraniye
AKDAĞ CADDESİ,Ümraniye
FATİH MAH.MUH.,Beykoz
MİLLET BAHÇESİ,Üsküdar
MİLLET BAHÇESİ,Üsküdar
SARIKAYA,Üsküdar
SARIKAYA,Üsküdar
KISIKLI,Üsküdar
ÇAMLICA İÖOKULU,Üsküdar
BULGURLU,Üsküdar
ALVARLIZADE CAMİİ,Üsküdar
KAVAKBAYIRI,Üsküdar
KAVAKBAYIRI,Üsküdar
KAVAKBAYIRI 15ÇK,Üsküdar
NAMAZGAH,Üsküdar
SANTRAL,Ümraniye
ÜMRANİYE KAYMAKAMLIK,Ümraniye
ÜMRANİYE KAYMAKAMLIK,Ümraniye
HANDAN SOKAK,Maltepe
KAMPÜS GİRİŞİ,Maltepe
CENGİZ TOPEL,Ümraniye
TALATPAŞA CD.,Ümraniye
M.AKİF ERSOY KÜL.MRK,Ümraniye
YENİYOL,Ümraniye
YAŞAR DOĞU,Ümraniye
MUSTAFA KEMAL MH.,Ümraniye
MUSTAFA KEMAL CD.,Ataşehir
KARAKOL,Ataşehir
M.KEMAL ANADOLU LİSE,Ataşehir
ÇEŞME,Üsküdar
MİRAÇ CAMİİ,Gaziosmanpaşa
KİRAZLITEPE SAPAĞI,Üsküdar
KİRAZLITEPE SAPAĞI,Üsküdar
SAĞLIK SOKAK,Üsküdar
SAĞLIK SOKAK,Üsküdar
YENİ ŞAHİN SOKAK,Üsküdar
M.AKİF ERSOY MAH.,Üsküdar
K.TEPE BÜYÜK CAMİ,Üsküdar
K.TEPE BÜYÜK CAMİ,Üsküdar
NATO YOLU,Üsküdar
NATO YOLU,Üsküdar
ÇAMLICA CAD.,Üsküdar
KÜPLÜCE,Üsküdar
Y.EMRE SAĞLIK OCAĞI,Üsküdar
Y.EMRE SAĞLIK OCAĞI,Üsküdar
SARAY,Üsküdar
SAHRA GİRİŞİ,Ataşehir
MERKEZ CAMİİ,Ataşehir
KİREÇHANELER,Ataşehir
SULTANBEYLİ PERONLAR,Sultanbeyli
SULTANBEYLİ PERONLAR,Sultanbeyli
KAYMAKDONDURAN SAP.,Beykoz
HASANPAŞA,Kadıköy
HASANPAŞA,Kadıköy
EMANET ALEMDAR CAMİ,Üsküdar
KÖY YOLU,Silivri
KÖY YOLU,Silivri
MURAT ÇEŞME,Silivri
SİLİVRİ CADDESİ,Silivri
SİLİVRİ OTOGAR,Silivri
DURUMAN,Silivri
DURUMAN,Silivri
KARŞIYAKA,Başakşehir
YARIMBURGAZ CADDESİ,Küçükçekmece
1866.SOKAK,Esenyurt
GÜZELKENT,Silivri
GÜZELKENT,Silivri
1817.SOKAK,Esenyurt
BATIKÖY (E5),Büyükçekmece
ÇATALCA KAYMAKAMLIĞI,Çatalca
PARK,Bahçelievler
KARABURUN,Bahçelievler
MEVLANA CAMİİ,Bahçelievler
DEREYOLU,Bahçelievler
ŞELALE SOKAK,Bahçelievler
GÜNAYDIN,Bağcılar
YAHYA ÇAVUŞ,Avcılar
FISTIK SOKAK,Pendik
OTOBAN GİRİŞİ,Sancaktepe
SANAYİ MAHALLESİ,Sarıyer
ÇAYIRBAŞI MERKEZ,
4.LEVEND,Beşiktaş
4.LEVEND,Beşiktaş
FABRİKALAR,Beşiktaş
LEVENT,Beşiktaş
ALİPAŞA YOLU,Silivri
ZEYNEL ABİDİN CAMİİ,Büyükçekmece
ATATÜRK CADDESİ,Esenyurt
DEREBOYU,Esenyurt
DEREBOYU,Esenyurt
ESTON REŞİTPAŞA EVLE,Beylikdüzü
KOZA EVLERİ YOLU,Avcılar
KALENDER,Sarıyer
TARABYA,Sarıyer
TARABYA,Sarıyer
KÜÇÜKÇEKMECE,Küçükçekmece
TABYAALTI,Sarıyer
KİREÇBURNU,Sarıyer
KİREÇBURNU,Sarıyer
KEFELİKÖY,Sarıyer
ÇAYIRBAŞI,Sarıyer
ÇAYIRBAŞI,Sarıyer
MEHMET İPKİN İ.Ö.O,Sarıyer
SAĞLIK MERKEZİ,Eyüpsultan
"İnönü Mahallesi, 428. Sokak Üzeri",Bağcılar
Halilurrahman Camii,Ümraniye
"Başak Mahallesi, Yunus Emre Caddesi Otobüs Durağı Yanı",Başakşehir
Kurtköy/Emsey Hospital (Selçuklu Caddesi-2 araç),Pendik
Balık Yolu Caddesi-428.Sokak Kesişimi (2 Araç),Avcılar
Ormantepe Sk. İle 547. Sk. Kesişimi Son Durak,Bahçelievler
ÜMRANİYE ÇARŞI,Ümraniye
ÜMRANİYE ÇARŞI,Ümraniye
PINAR SİTESİ,Ataşehir
F.RIFKI ATAY CD.,Şile
N. FAZIL KISAKÜREK,Ümraniye
N. FAZIL KISAKÜREK,Ümraniye
ATAKENT LİSESİ,Ümraniye
GENÇLİK SOKAK,Ümraniye
DURU SOKAK,Ümraniye
GENÇOSMAN,Ümraniye
LİSE YOLU,Ümraniye
NAMAZGAH SAPAĞI,Üsküdar
NAMAZGAH SAPAĞI,Üsküdar
SARIÇİÇEK,Sancaktepe
BLOKLAR,Küçükçekmece
AVCILAR YANYOL,Küçükçekmece
KAYIŞDAĞI YOLU,Ataşehir
CUMHURİYET MAHALLESİ,Esenyurt
HACI ŞERİF,Avcılar
LONDRA ASFALTI,Avcılar
ŞÜKRÜBEY,Avcılar
BÜYÜKŞEHİR KONUTLAR,Beylikdüzü
BEYKENT,Büyükçekmece
GÜVENEVLER SİTESİ,Başakşehir
GÜL,Maltepe
ÜSKÜDAR CADDESİ,Ataşehir
ÜSKÜDAR CADDESİ,Ataşehir
M.KEMALPAŞA MAH.,Avcılar
FEVZİ ÇAKMAK CADDESİ,Avcılar
ÖRNEKTEPE MAHALLESİ,Esenyurt
ÖRNEKTEPE MAHALLESİ,Esenyurt
FİRUZKÖY,Avcılar
EVREN SANAYİ SİTESİ,Esenyurt
HASAN GÜREL İLK ÖĞRE,Küçükçekmece
FATİH CADDESİ,Avcılar
EVLİYA ÇELEBİ,Küçükçekmece
BAHÇEŞEHİR,Başakşehir
İŞ MERKEZİ,Kartal
İŞ MERKEZİ,Kartal
ÇEŞME,Avcılar
ORDU CADDESİ,Gaziosmanpaşa
ORDU CADDESİ,Gaziosmanpaşa
PARKKÖY,Silivri
SAHİL YOLU-2,Arnavutköy
AYRANCILAR SAN. SİT,Bayrampaşa
151 SOKAK,Sultangazi
YENİKÖY SAHİL,Arnavutköy
HACIMAŞLI,Arnavutköy
HACIMAŞLI YOL AĞZI,Arnavutköy
M. YAZICIOĞLU CAD.,Sultangazi
BALABAN SAPAĞI,Arnavutköy
ÇİFTLİK,Arnavutköy
MAHMUTBEY YOLU,Sultangazi
DEPO,Arnavutköy
AKYAZI CADDESİ,Ataşehir
USLU CADDESİ,Ataşehir
DÖRTYOL,Ataşehir
KAYIŞDAĞI MAHALLESİ,Ataşehir
ÜSK.YEŞİLAY MERKEZİ,Kadıköy
ÖZDİL SOKAK,Çekmeköy
İÇERENKÖY,Ataşehir
KAPTANLAR,Beykoz
KAVACIK DÖRTYOL,Beykoz
KAVACIK DÖRTYOL,Beykoz
HASAN YAVUZ,Beykoz
RÜZGARLI BAHÇE,Beykoz
SİNAN REİS,Ataşehir
BURAK BEY,Ataşehir
BURAK BEY,Ataşehir
GARDENYA,Ataşehir
KAMELYA,Ataşehir
MARKETLER,Beylikdüzü
1.BULVAR,Beylikdüzü
BİRLİK SAN SİT.,Beylikdüzü
BİRLİK SAN.SİT,Beylikdüzü
KIBRIS CADDESİ,Beylikdüzü
KIBRIS CADDESİ,Beylikdüzü
İTFAİYE,Esenler
GÜMRÜK,Küçükçekmece
ATATÜRK CADDESİ,Büyükçekmece
YAVUZ SOKAK,Arnavutköy
ARNAVUTTEPE CAD,Büyükçekmece
TIRMIK SOKAK,Büyükçekmece
HÜRRİYET MAHHALESİ,Büyükçekmece
İSTİKLAL CADDESİ,Büyükçekmece
ARTUKBEY İÖO.,Pendik
BOSNALILAR,Eyüpsultan
BOSNALILAR,Eyüpsultan
PLEVNE LİSESİ,Gaziosmanpaşa
FİDANLIK,Gaziosmanpaşa
AYVANSARAY,Eyüpsultan
AYVANSARAY,Eyüpsultan
EYÜP İSKELESİ,Eyüpsultan
EYÜP İSKELESİ,Eyüpsultan
DÜĞMECİLER,Eyüpsultan
TAHTA MİNARE,Eyüpsultan
TAHTA MİNARE,Eyüpsultan
BAHARİYE,Eyüpsultan
BAHARİYE,Eyüpsultan
SELANİK BULVARI,Eyüpsultan
ZÜMRÜT SOKAK,Eyüpsultan
M.Ü. İLAHİYAT FAKÜL.,Üsküdar
EVLENDİRME DAİRESİ,Üsküdar
KIZ KULESİ,Üsküdar
KIZ KULESİ,Üsküdar
SAHİL YOLU,Üsküdar
HAREM,Üsküdar
HAREM,Üsküdar
GÜMRÜK,Üsküdar
NUMUNE HASTANESİ,Üsküdar
NUMUNE HASTANESİ,Üsküdar
MÜTEVELLİ ÇEŞMESİ,Üsküdar
ALTUNİZADE CAMİ,Üsküdar
BLOKLAR,Maltepe
KİRAZ SOKAK,Kartal
GÖKÇE SOKAK,Kartal
GÖKÇE SOKAK,Kartal
MARTI SOKAK,Kartal
YAŞAR DOĞU CADDESİ,Kartal
EVLENDİRME DAİRESİ,Ümraniye
EVLENDİRME DAİRESİ,Ümraniye
İŞÇİ EVLERİ,Üsküdar
VALİDEBAĞ,Kadıköy
VALİDEBAĞ,Kadıköy
ADİLE SULTAN KASRI,Üsküdar
TOPHANELİOĞLU CAD.,Üsküdar
GÜLLÜ BAHÇE,Üsküdar
KOŞUYOLU,Kadıköy
KOŞUYOLU CADDESİ,Kadıköy
NEŞETBEY,Üsküdar
ŞUAYİPLİ KÖYÜ,Şile
KAVAKLIDERE CAD.,Ümraniye
İSTİKLAL MAH.MUH,Ümraniye
Adnan Menderes Cad.,Ataşehir
UYGAR SOKAK,Ümraniye
UYGAR SOKAK,Ümraniye
ESENEVLER MUHTARLIK,Ümraniye
İSTİKLAL MAH.MUH,Ümraniye
NAMIK KEMAL LİSESİ,Ümraniye
ESENEVLER MUHTARLIK,Ümraniye
6.Yol Sk.,Tuzla
6.Yol Sk.,Tuzla
1.Yol Sk.,Tuzla
1.Yol Sk.,Tuzla
1.Yol Sk.,Tuzla
1.Yol Sk.,Tuzla
E-5 Yan Yolu,Pendik
E-5 Yan Yolu,Pendik
E-5 Yan Yolu,Pendik
Ertuğrulgazi Cad.,Pendik
Basın Ekspres,Bahçelievler
Basın Ekspres,Bahçelievler
Avrupa Konutları Atalent-2,Küçükçekmece
Avrupa Konutları Atalent-2,Küçükçekmece
Kuyumcukent Kavşağı,Bahçelievler
Avrupa Konutları Atalent-2,Küçükçekmece
Avrupa Konutları Atalent-2,Küçükçekmece
AHMET YESEVİ CADDESİ,Bahçelievler
Güngören Sk.,Bahçelievler
Mehmet Akif Ersoy Cad.,Bahçelievler
Tersaneler Cad.,Tuzla
Tersaneler Cad.,Tuzla
Tersaneler Cad.,Tuzla
Tersaneler Cad.,Tuzla
Tersaneler Cad.,Tuzla
Fetih Caddes,Bağcılar
Veysel Karani Caddesi,Bağcılar
Alibeyköy Cep Otogarı,Eyüpsultan
AKŞEMSETTİN CADDESİ,Arnavutköy
S.MEHMETPAŞA CADDESİ,Arnavutköy
ATRIUM,Büyükçekmece
VİLLALAR,Büyükçekmece
SİNANOBA,Büyükçekmece
MUHTARLIK,Büyükçekmece
DR.SADIK AHMET İÖO,Büyükçekmece
GÜNGÖREN BELEDİYESİ,Bahçelievler
BAHÇELER,Bağcılar
BAHÇELER,Bağcılar
MİMAR SİNAN İLK ÖĞRE,Büyükçekmece
E-5 MİMARSİNAN,Büyükçekmece
E-5 MİMARSİNAN,Büyükçekmece
MAHMUTBEY KÖPRÜSÜ,Bağcılar
KARAAĞAÇ KÖYÜ,Büyükçekmece
HADIMKÖY TEPE,Arnavutköy
SAZLIBOSNA YOLU,Arnavutköy
KOCASİNAN POLİS MERK,Bahçelievler
KOCA SİNAN POLİS MER,Bahçelievler
KARAAĞAÇ KÖY YOLU,Büyükçekmece
KARAAĞAÇ KÖY YOLU,Büyükçekmece
KEMAL SUNAL CADDESİ,Bahçelievler
KEMAL SUNAL CAD,Bahçelievler
SAN-BİR 3,Büyükçekmece
SAN-BİR 3,Esenyurt
ESENLER SANAT EVİ,Esenler
ÜÇYÜZLÜ (HT1),Esenler
DOĞA EVLERİ,Başakşehir
DOĞA EVLERİ,Başakşehir
ÇINAR MAHALLESİ,Bağcılar
ÖMERLİ KÖYÜ,Arnavutköy
YAVUZ SELİM,Bağcılar
ÇATALCA DEVLET HAST.,Çatalca
ÇATALCA DEVLET HASTA,Çatalca
GÖKÇEALİ,Çatalca
SUBAŞI,Çatalca
OKLALI KÖYÜ,Çatalca
KESTANELİK,Çatalca
DAĞYENİCE,Çatalca
DAĞYENİCE,Çatalca
DENİZGÖREN,Büyükçekmece
MALTEPE HASTANESİ,Zeytinburnu
ÇAMLIK MAHALLESİ,Arnavutköy
KARTALTEPE MAH,Küçükçekmece
VURAL SOKAK,Güngören
AVCILAR ÖĞRENCİ YURD,Avcılar
KIRAÇ KÖPRÜ,Esenyurt
ESKİCİBAĞ CADDESİ,Maltepe
İÇERENKÖY MEZARLIĞI,Ataşehir
SPOTCULAR,Büyükçekmece
İHLAS CADDESİ,Beylikdüzü
KÜÇÜKÇEKMECE KÖPRÜSÜ,Küçükçekmece
İSTANBUL AKVARYUM,Bakırköy
HEYBELİ CADDESİ,Güngören
KARADENİZLİLER CAD.,Büyükçekmece
SELANİK CADDESİ,Büyükçekmece
YEŞİL KIBRIS,Bakırköy
KLİNİK,Bakırköy
KLİNİK,Bakırköy
KLİNİK,Bakırköy
DİKİLİTAŞ,Bakırköy
ŞEKEREVLER,Bakırköy
İSTASYON MAHALLESİ,Küçükçekmece
İSTASYON MAHALLESİ,Küçükçekmece
ARDIÇLIEVLER,Esenyurt
ARDIÇLIEVLER,Esenyurt
GENÇOSMAN İÖO,Bağcılar
EBUBEKİR CAMİİ,Bağcılar
EBUBEKİR CAMİİ,Bağcılar
EBUBEKİR CAMİ (HT1),Bağcılar
BAHÇELİEVLER,Bahçelievler
FATİH CADDESİ,Küçükçekmece
KEMALPAŞA MAHALLESİ,Bağcılar
ONURKENT,Başakşehir
YENİYOL,Küçükçekmece
GÖZTEPE MEYDANI,Bağcılar
M.AKIF ERSOY LİSESİ,Küçükçekmece
SÖĞÜTLÜÇEŞME KÖPRÜSÜ,Küçükçekmece
ORTA.MAH.,Küçükçekmece
KAĞITHANE TÜNEL,Kağıthane
AYKOSAN,Başakşehir
İETT GARAJI,Ataşehir
SAHRAYICEDİT CAMİİ,Kadıköy
BAĞLAR MEVKİİ,Sarıyer
ATIŞ POLİGONU,Bakırköy
1.ETAP KONUTLARI,Küçükçekmece
CUMHURİYET MAHALLESİ,Esenyurt
KOCA ALI SOKAK,Küçükçekmece
DARÜLACEZE ÖNÜ,Ataşehir
DAVUTPAŞA KAMPÜSÜ,Güngören
DAVUTPAŞA KAMPÜSÜ,Esenler
A.NAZİF GÜRMAN MAH.,Güngören
KARTOPU,Beylikdüzü
KARTOPU,Beylikdüzü
FESLEĞEN,Beylikdüzü
MENEKŞE SİTESİ,Küçükçekmece
MİGROS,Beylikdüzü
PİRİNÇ SAN.SİT.,Beylikdüzü
KAYMAKAMLIK,Beylikdüzü
KAYMAKAMLIK,Beylikdüzü
ŞÜKRÜBEY,Avcılar
SELAHATTİN EYYUBİ CA,Ataşehir
GÜVENLİK,Ataşehir
GÜVENLİK,Ataşehir
FINDIKLI MAH. MUHT .,Maltepe
ALİ NİHAT TARLAN CAD,Kadıköy
BOSTANCI SANAYİİ,Ataşehir
SEYRANTEPE,Ataşehir
SEYRANTEPE,Ataşehir
YENİ YOL,Ataşehir
JANDARMA TB.KOM.,Tuzla
JANDARMA TB.KOM.,Tuzla
AKFIRAT VİLLARI,Tuzla
HASANPAŞA CAMİ,Kadıköy
GÜLİSTAN,Tuzla
GÜLİSTAN,Tuzla
TRAFİK TABURU,Sarıyer
TRAFİK TABURU,Sarıyer
TUĞLA FABRİKASI,Sarıyer
AYAZAĞA CADDESİ,Sarıyer
AYAZAĞA CADDESİ,Sarıyer
MEŞELİ AYAZMA CADDES,Kartal
SARIYER EVLERİ,Sarıyer
KOCATEPE MAHALLESİ,Bayrampaşa
KOCATEPE MAHALLESİ,Bayrampaşa
UĞURMUMCU,Kartal
UĞURMUMCU,Kartal
DÖRTYOL,Kartal
PENDİK GEÇİT,Pendik
SANAYİİ SİTESİ,Pendik
SANAYİİ SİTESİ,Pendik
PENDİK KÖPRÜSÜ,Pendik
PENDİK KÖPRÜSÜ,Pendik
ÇAMLIK,Kartal
İLİM SARAYI CAMİ,Ümraniye
SULTAN AZİZ,Beykoz
TOKATKÖY İ.Ö.OKL.,Beykoz
VALİDESUYU CAD.,Beykoz
BOMBALIDERE,Beykoz
İTAAT SOKAK,Sultanbeyli
İTAAT SOKAK,Sultanbeyli
YENİKAVAK KAVŞAĞI,Beykoz
ŞEMSİPAŞA,Üsküdar
DARÜŞŞAFAKA,Kartal
DARÜŞŞAFAKA,Kartal
ALTUNİZADE CAMİ,Üsküdar
ALTUNİZADE CAMİ,Üsküdar
SİTELER,Ataşehir
TOPAĞAÇI MUHTARLIĞI,Ümraniye
IŞIK SOKAK,Bağcılar
IŞIK SOKAK,Bağcılar
4. CADDE,Küçükçekmece
4. CADDE,Küçükçekmece
TEKİN SOKAK,Bağcılar
OKLALI,Çatalca
BOĞAZKÖY SON DURAK,Başakşehir
TEPEKENT İHRAMZADE K,Büyükçekmece
TEPEKENT İHRAMZADE K,Büyükçekmece
SOSYAL MESKENLER 2,Güngören
TURGUT ÖZAL CADDESİ,Çekmeköy
TURGUT ÖZAL CADDESİ,Çekmeköy
BEYHAN ŞENYUVA İÖO.,Sancaktepe
SARDUNYA EVLERİ,Sancaktepe
SARDUNYA EVLERİ,Sancaktepe
OSMANGAZİ,Ümraniye
OSMANGAZİ,Ümraniye
H.İHSAN HÜRDOĞAN İÖO,Tuzla
FABRİKALAR,Tuzla
CEZAEVİ ZYRT.GİRİŞİ,Maltepe
EGEMENLİK CADDESİ,Tuzla
GÜMÜŞPINAR CAMİİ,Tuzla
MALTEPE CEZAEVİ,Maltepe
ÖMER.DÜRÜK.CAMİİ,Bakırköy
ATAKÖY 5.KISIM,Bakırköy
ARGAÇ SOKAK,Eyüpsultan
BAHÇELER,Sarıyer
KUBİLAY CADDESİ,Kartal
AREFE SOKAK,Kartal
ULUS CADDESİ,Kartal
VERGİ DAİRESİ,Kartal
VERGİ DAİRESİ,Pendik
MİTHATPAŞA CADDESİ,Pendik
SAPANBAĞLARI,Pendik
ZÜMRÜTEVLER M. CAMİİ,Maltepe
ÇEKMEKÖY YOLU,Ümraniye
ÇEKMEKÖY YOLU,Ümraniye
ULUS CAD.,Ümraniye
ULUS CAD.,Ümraniye
ACAR SOKAK,Ümraniye
MİMAR SİNAN CD.,Çekmeköy
MİMAR SİNAN CD.,Çekmeköy
KÖYİÇİ,Çekmeköy
KÖYİÇİ,Çekmeköy
KÖŞK,Çekmeköy
ÇEKMEKÖY,Çekmeköy
ÇEKMEKÖY,Çekmeköy
ÜMRANİYE TİC.MES.LS.,Ümraniye
HACEGAN ORMANI,Ümraniye
HACEGAN ORMANI,Ümraniye
KOCATEPE MEZARLIK,Ümraniye
KOCATEPE MEZARLIK,Ümraniye
KOCATEPE,Ümraniye
KOCATEPE,Ümraniye
BOZTEPE,Beykoz
BENT,Maltepe
SPOR TESİSİ,Maltepe
NAR SOKAK,Çekmeköy
ÜMRANİYE TELEKOM,Ümraniye
ESMA HATUN HASTANESİ,Kadıköy
KUNDURA FAB,Beykoz
ÇAYIR CAD.,Beykoz
TEPE ÜSTÜ,Ümraniye
VERGİ DAİRESİ,Ümraniye
IHLAMURKUYU,Ümraniye
IHLAMURKUYU,Ümraniye
CEMİL MERİÇ MAH.,Ümraniye
CEMİL MERİÇ MAH.,Ümraniye
Polis Lojmanları Son Durak (Park Önü Sonu ),Küçükçekmece
Arnavutköy Devlet Hastanesi Önü (Ring),Arnavutköy
Silahtarağa Yunus Gösteri Merkezi Otopark Karşısı (5 Araçlık Cep),Eyüpsultan
Prof. Dr. Aykut Barka Cad. ile Sefaret Sk. Kesişimi (5 araç),Sarıyer
Şişli Hamidiye Etfal Hastanesi Seyrantepe Ek Hizmet Binası (Ring),Kağıthane
Turgut Özal Bulvarı- Türker Cad. Kesişimi (2 Araç),Ümraniye
Silivri Cezaevi,Silivri
Sütçü İmam Cad. / Ümraniye Durağı (1 Araç),Ümraniye
Baklalı-Hacımaşlı Cad. Üzeri (Hacı Sultan Selim Cami Karşısı) (1 araç),Arnavutköy
Kozan Sk. (Kozan Sk. İle Kuğu Cad. Kesişimi) (2 araç),Sarıyer
Kavaklı,Silivri
Küçükçekmece / İstanbul Cad. Küçükçekmece Banliyö İstasyonu Önü,Küçükçekmece
Çanta,Silivri
Fevzi Çakmak Cami Önü (2 Araç),Eyüpsultan
Başakşehir Çam ve Sakura Hastanesi (1 Araç),Başakşehir
Cihangir Mh. Son Durak ( Meşrutiyet Cd ) (1 Araç),Avcılar
Yıldıray Çınar Sk. ile D100 Yan Yol Kesişimi (1 araç),Büyükçekmece
İsmet İnönü Cad. Üzeri (2 araç),Arnavutköy
2708 Sok. Üzeri (1 araç),Sultangazi
KONUTLAR BÖLGESİ,Çatalca
Halkalı Tren İstasyonu-Gümrük Son Durak-İstasyon Caddesi  ( 1 Araç),Küçükçekmece
Selimpaşa(2146 Sk.),Silivri
Değirmenköy,Silivri
Yayla Bulvarı Üzeri (Kasımpatı Sok. Kesişimi/Tacettin Kıraathanesi Önü) (1 araç),Sultangazi
Dikiliağaç Sok. Üzeri (Üçşehitler Minibüs Durağı),Eyüpsultan
